id,quantity,size,sugar_level,ice_level,toppings,item_price,order_id,menu_item_id
182014,1,Small,0%,Extra Ice,"[""Aloe Vera""]",6.50,91361,20
182015,1,Regular,25%,Regular,"[]",4.50,91361,12
182016,1,Regular,0%,Less Ice,"[]",4.00,91362,14
182017,1,Regular,75%,Less Ice,"[""Boba"",""Aloe Vera""]",5.50,91362,24
182018,1,Large,50%,No Ice,"[""Boba"",""Grass Jelly""]",8.00,91363,9
182019,1,Regular,0%,Regular,"[]",4.50,91363,24
182020,1,Regular,25%,Extra Ice,"[]",5.50,91363,6
182021,1,Regular,25%,Regular,"[""Lychee Jelly""]",5.00,91364,12
182022,1,Large,100%,No Ice,"[""Boba"",""Red Bean""]",8.25,91364,19
182023,1,Large,25%,Regular,"[""Boba""]",6.75,91364,17
182024,1,Regular,75%,Less Ice,"[""Boba""]",7.00,91365,3
182025,1,Small,100%,Less Ice,"[]",6.00,91365,21
182026,1,Large,100%,No Ice,"[""Grass Jelly"",""Aloe Vera""]",8.00,91365,21
182027,1,Large,100%,Extra Ice,"[""Red Bean""]",4.50,91366,13
182028,1,Regular,50%,Extra Ice,"[""Red Bean"",""Lychee Jelly""]",6.50,91367,15
182029,1,Large,75%,Regular,"[""Popping Boba""]",6.50,91368,6
182030,1,Large,50%,Less Ice,"[""Boba""]",6.50,91368,16
182031,1,Small,25%,No Ice,"[""Lychee Jelly"",""Red Bean""]",7.00,91369,21
182032,1,Large,25%,No Ice,"[]",6.00,91370,1
182033,1,Regular,0%,No Ice,"[""Aloe Vera"",""Lychee Jelly""]",6.75,91370,8
182034,1,Regular,50%,Extra Ice,"[""Boba"",""Aloe Vera""]",5.50,91370,24
182035,1,Large,75%,Regular,"[]",6.25,91371,17
182036,1,Small,50%,Regular,"[""Popping Boba"",""Boba""]",7.50,91372,11
182037,1,Regular,0%,Regular,"[""Grass Jelly"",""Lychee Jelly""]",6.50,91372,23
182038,1,Regular,100%,Less Ice,"[]",6.75,91372,19
182039,1,Regular,0%,No Ice,"[]",6.00,91373,2
182040,1,Small,0%,Regular,"[""Lychee Jelly""]",4.50,91373,12
182041,1,Small,100%,Extra Ice,"[]",5.00,91373,15
182042,1,Large,25%,Less Ice,"[]",5.00,91374,12
182043,1,Large,50%,Regular,"[""Popping Boba"",""Aloe Vera""]",8.00,91374,18
182044,1,Large,0%,Extra Ice,"[]",7.00,91375,18
182045,1,Large,100%,No Ice,"[]",7.25,91375,19
182046,1,Regular,25%,Regular,"[]",6.50,91376,10
182047,1,Large,0%,Extra Ice,"[""Lychee Jelly""]",4.50,91376,13
182048,1,Small,0%,Less Ice,"[]",5.25,91376,8
182049,1,Regular,0%,Regular,"[]",5.75,91377,4
182050,1,Large,25%,Extra Ice,"[""Lychee Jelly""]",6.50,91377,1
182051,1,Small,75%,Regular,"[]",5.00,91378,6
182052,1,Small,100%,Extra Ice,"[""Popping Boba"",""Aloe Vera""]",7.00,91378,10
182053,1,Small,100%,No Ice,"[""Boba""]",5.75,91379,4
182054,1,Small,75%,No Ice,"[""Aloe Vera"",""Popping Boba""]",4.00,91379,13
182055,1,Small,100%,Less Ice,"[]",5.00,91380,1
182056,1,Regular,0%,No Ice,"[""Grass Jelly"",""Lychee Jelly""]",4.50,91380,13
182057,1,Large,50%,No Ice,"[""Lychee Jelly"",""Grass Jelly""]",8.50,91380,11
182058,1,Small,25%,Less Ice,"[""Popping Boba""]",5.75,91381,7
182059,1,Regular,25%,Extra Ice,"[""Popping Boba"",""Aloe Vera""]",6.50,91381,1
182060,1,Regular,75%,Regular,"[""Popping Boba""]",6.25,91381,8
182061,1,Regular,50%,Regular,"[""Aloe Vera""]",5.00,91382,12
182062,1,Regular,100%,No Ice,"[]",5.50,91383,6
182063,1,Regular,75%,Regular,"[""Popping Boba"",""Lychee Jelly""]",6.75,91383,7
182064,1,Small,75%,Extra Ice,"[]",3.50,91384,14
182065,1,Regular,100%,Extra Ice,"[""Aloe Vera""]",6.00,91384,6
182066,1,Small,100%,Regular,"[""Boba"",""Red Bean""]",6.50,91385,2
182067,1,Regular,25%,Less Ice,"[""Grass Jelly""]",4.50,91385,14
182068,1,Large,0%,Less Ice,"[]",7.00,91385,3
182069,1,Regular,0%,No Ice,"[""Red Bean""]",7.00,91386,20
182070,1,Regular,0%,No Ice,"[]",5.50,91386,15
182071,1,Regular,0%,Less Ice,"[""Boba"",""Aloe Vera""]",6.50,91386,23
182072,1,Small,0%,Less Ice,"[""Red Bean"",""Boba""]",6.25,91387,7
182073,1,Regular,0%,Extra Ice,"[""Popping Boba""]",7.00,91387,3
182074,1,Regular,50%,No Ice,"[""Grass Jelly"",""Aloe Vera""]",7.50,91387,18
182075,1,Large,0%,Less Ice,"[""Boba"",""Aloe Vera""]",7.50,91388,2
182076,1,Small,0%,No Ice,"[""Lychee Jelly""]",6.50,91388,22
182077,1,Small,25%,No Ice,"[""Popping Boba""]",5.75,91389,7
182078,1,Large,0%,Extra Ice,"[""Red Bean"",""Grass Jelly""]",7.00,91389,6
182079,1,Small,50%,Regular,"[""Boba""]",6.50,91390,9
182080,1,Small,50%,No Ice,"[""Boba""]",4.50,91390,12
182081,1,Regular,25%,Extra Ice,"[""Popping Boba""]",6.00,91391,15
182082,1,Small,50%,Less Ice,"[""Lychee Jelly"",""Popping Boba""]",7.00,91391,21
182083,1,Regular,75%,Extra Ice,"[""Aloe Vera"",""Boba""]",7.50,91392,9
182084,1,Large,50%,Less Ice,"[]",7.50,91392,11
182085,1,Regular,75%,Extra Ice,"[]",3.50,91393,13
182086,1,Large,50%,Less Ice,"[""Red Bean""]",7.50,91393,18
182087,1,Small,100%,Extra Ice,"[""Popping Boba""]",6.50,91394,10
182088,1,Small,50%,No Ice,"[]",6.00,91394,9
182089,1,Large,0%,Regular,"[""Boba"",""Aloe Vera""]",8.00,91394,9
182090,1,Regular,50%,Less Ice,"[]",5.50,91395,16
182091,1,Small,0%,Regular,"[""Lychee Jelly"",""Popping Boba""]",4.00,91395,13
182092,1,Regular,0%,Extra Ice,"[""Popping Boba"",""Boba""]",7.50,91395,9
182093,1,Large,25%,No Ice,"[]",7.00,91396,20
182094,1,Large,100%,Extra Ice,"[""Boba"",""Lychee Jelly""]",7.25,91397,8
182095,1,Regular,100%,Less Ice,"[]",5.50,91397,6
182096,1,Small,100%,Extra Ice,"[]",5.25,91397,7
182097,1,Small,75%,Regular,"[]",3.00,91398,13
182098,1,Small,25%,No Ice,"[""Grass Jelly"",""Popping Boba""]",5.00,91399,12
182099,1,Regular,25%,Regular,"[]",6.75,91399,19
182100,1,Small,75%,No Ice,"[""Aloe Vera""]",5.50,91399,5
182101,1,Small,25%,No Ice,"[""Lychee Jelly""]",6.75,91400,19
182102,1,Regular,100%,Regular,"[""Boba"",""Lychee Jelly""]",7.00,91400,2
182103,1,Regular,0%,Regular,"[""Boba""]",7.00,91401,9
182104,1,Small,25%,Regular,"[""Grass Jelly"",""Red Bean""]",7.25,91402,19
182105,1,Regular,0%,Extra Ice,"[]",6.50,91403,22
182106,1,Regular,100%,No Ice,"[]",6.50,91404,9
182107,1,Regular,75%,Less Ice,"[""Red Bean"",""Grass Jelly""]",7.50,91405,10
182108,1,Large,100%,Regular,"[]",6.25,91406,4
182109,1,Small,25%,Less Ice,"[""Popping Boba""]",5.75,91407,4
182110,1,Large,0%,Extra Ice,"[""Boba""]",6.50,91408,5
182111,1,Large,0%,Regular,"[]",7.00,91408,3
182112,1,Regular,0%,Extra Ice,"[]",5.75,91409,17
182113,1,Large,75%,Extra Ice,"[]",6.00,91409,15
182114,1,Small,25%,No Ice,"[""Aloe Vera""]",6.75,91409,19
182115,1,Regular,25%,Extra Ice,"[""Red Bean"",""Aloe Vera""]",7.50,91410,9
182116,1,Small,100%,Less Ice,"[""Lychee Jelly""]",7.00,91410,11
182117,1,Regular,0%,Less Ice,"[""Popping Boba""]",6.00,91411,15
182118,1,Large,0%,Extra Ice,"[""Boba"",""Aloe Vera""]",7.00,91411,23
182119,1,Small,25%,Less Ice,"[""Boba"",""Red Bean""]",7.00,91412,10
182120,1,Large,0%,No Ice,"[""Red Bean""]",6.50,91412,15
182121,1,Small,50%,Regular,"[""Grass Jelly"",""Aloe Vera""]",7.00,91413,10
182122,1,Small,25%,Less Ice,"[""Aloe Vera"",""Grass Jelly""]",6.00,91413,1
182123,1,Large,75%,Regular,"[]",6.25,91414,17
182124,1,Small,0%,Less Ice,"[""Red Bean"",""Aloe Vera""]",7.00,91414,10
182125,1,Small,50%,No Ice,"[]",5.25,91415,8
182126,1,Large,100%,No Ice,"[""Aloe Vera""]",6.50,91415,15
182127,1,Large,0%,Less Ice,"[""Boba""]",8.00,91416,11
182128,1,Regular,100%,Less Ice,"[]",3.50,91417,13
182129,1,Small,50%,Less Ice,"[""Grass Jelly"",""Lychee Jelly""]",7.50,91417,11
182130,1,Large,0%,Regular,"[""Aloe Vera""]",6.50,91418,23
182131,1,Small,25%,Regular,"[""Popping Boba"",""Boba""]",6.00,91418,15
182132,1,Large,75%,Extra Ice,"[""Popping Boba"",""Lychee Jelly""]",8.00,91418,20
182133,1,Small,25%,Extra Ice,"[""Lychee Jelly"",""Boba""]",6.50,91419,2
182134,1,Large,50%,Extra Ice,"[]",7.00,91419,10
182135,1,Small,0%,Less Ice,"[""Popping Boba""]",5.75,91420,7
182136,1,Large,0%,Regular,"[]",6.25,91420,17
182137,1,Small,25%,Extra Ice,"[""Red Bean"",""Popping Boba""]",7.00,91421,18
182138,1,Regular,100%,No Ice,"[""Grass Jelly"",""Lychee Jelly""]",7.00,91421,2
182139,1,Regular,0%,Regular,"[""Popping Boba"",""Boba""]",5.00,91422,14
182140,1,Regular,25%,Less Ice,"[""Grass Jelly"",""Boba""]",7.50,91422,21
182141,1,Regular,75%,Extra Ice,"[""Grass Jelly"",""Red Bean""]",6.75,91423,17
182142,1,Small,25%,No Ice,"[""Lychee Jelly""]",6.00,91424,2
182143,1,Large,50%,Regular,"[""Grass Jelly"",""Popping Boba""]",6.00,91424,12
182144,1,Regular,75%,Regular,"[""Boba""]",7.00,91425,18
182145,1,Small,75%,Less Ice,"[""Popping Boba"",""Boba""]",7.00,91425,3
182146,1,Large,75%,No Ice,"[""Aloe Vera""]",6.75,91426,17
182147,1,Regular,0%,No Ice,"[]",7.00,91426,11
182148,1,Small,100%,Less Ice,"[""Aloe Vera""]",4.00,91426,14
182149,1,Regular,0%,Less Ice,"[""Boba""]",7.50,91427,11
182150,1,Small,100%,Less Ice,"[""Aloe Vera"",""Popping Boba""]",6.00,91427,6
182151,1,Large,25%,Extra Ice,"[]",5.00,91427,12
182152,1,Large,25%,Less Ice,"[""Lychee Jelly"",""Popping Boba""]",7.00,91428,5
182153,1,Regular,100%,Regular,"[""Grass Jelly"",""Popping Boba""]",6.50,91428,16
182154,1,Large,100%,Less Ice,"[""Lychee Jelly""]",7.50,91428,21
182155,1,Regular,50%,Extra Ice,"[""Lychee Jelly""]",7.00,91429,18
182156,1,Large,25%,No Ice,"[""Grass Jelly"",""Lychee Jelly""]",7.00,91430,23
182157,1,Small,25%,Less Ice,"[""Popping Boba""]",5.75,91430,17
182158,1,Regular,25%,Regular,"[""Red Bean""]",6.00,91431,15
182159,1,Large,0%,No Ice,"[""Lychee Jelly""]",6.50,91431,1
182160,1,Large,50%,Less Ice,"[""Aloe Vera"",""Grass Jelly""]",8.00,91431,9
182161,1,Large,75%,Extra Ice,"[]",7.00,91432,20
182162,1,Regular,0%,Extra Ice,"[""Lychee Jelly""]",7.00,91432,18
182163,1,Regular,50%,Regular,"[""Red Bean""]",5.00,91432,12
182164,1,Large,100%,No Ice,"[""Popping Boba"",""Aloe Vera""]",7.25,91433,8
182165,1,Small,0%,No Ice,"[""Popping Boba"",""Lychee Jelly""]",4.00,91433,13
182166,1,Large,75%,Less Ice,"[""Boba"",""Popping Boba""]",8.25,91433,19
182167,1,Large,0%,No Ice,"[""Grass Jelly"",""Lychee Jelly""]",5.00,91434,13
182168,1,Large,0%,Extra Ice,"[]",7.00,91434,21
182169,1,Regular,0%,Extra Ice,"[]",3.50,91435,13
182170,1,Large,50%,Regular,"[""Red Bean""]",6.75,91436,4
182171,1,Small,100%,Extra Ice,"[]",3.50,91436,14
182172,1,Regular,75%,No Ice,"[""Boba"",""Lychee Jelly""]",7.50,91437,22
182173,1,Regular,50%,No Ice,"[]",6.50,91437,3
182174,1,Small,50%,Regular,"[""Boba"",""Red Bean""]",7.00,91438,18
182175,1,Regular,50%,Extra Ice,"[]",4.50,91439,12
182176,1,Regular,100%,Regular,"[""Lychee Jelly"",""Grass Jelly""]",5.00,91439,14
182177,1,Large,0%,Extra Ice,"[]",6.00,91440,15
182178,1,Small,75%,Less Ice,"[""Popping Boba"",""Grass Jelly""]",6.25,91440,8
182179,1,Large,100%,Regular,"[""Lychee Jelly"",""Aloe Vera""]",8.00,91441,10
182180,1,Small,100%,Regular,"[]",6.00,91441,18
182181,1,Large,25%,No Ice,"[""Popping Boba"",""Red Bean""]",8.00,91441,21
182182,1,Large,100%,Extra Ice,"[""Boba"",""Aloe Vera""]",5.50,91442,14
182183,1,Small,25%,Regular,"[""Boba"",""Lychee Jelly""]",7.00,91442,9
182184,1,Large,25%,Regular,"[]",6.00,91443,23
182185,1,Regular,75%,Extra Ice,"[""Lychee Jelly"",""Grass Jelly""]",6.75,91443,8
182186,1,Regular,75%,Regular,"[""Grass Jelly"",""Popping Boba""]",6.75,91443,7
182187,1,Small,50%,Extra Ice,"[""Boba""]",6.00,91444,2
182188,1,Small,75%,Less Ice,"[""Popping Boba"",""Boba""]",7.50,91445,11
182189,1,Large,100%,Less Ice,"[]",6.50,91446,2
182190,1,Regular,0%,No Ice,"[]",5.50,91447,5
182191,1,Small,50%,No Ice,"[]",4.00,91448,12
182192,1,Small,75%,Regular,"[]",3.50,91449,14
182193,1,Small,50%,Extra Ice,"[""Lychee Jelly""]",6.50,91450,21
182194,1,Regular,100%,Less Ice,"[""Aloe Vera""]",7.00,91450,22
182195,1,Small,0%,Less Ice,"[""Lychee Jelly"",""Aloe Vera""]",7.50,91450,11
182196,1,Regular,0%,No Ice,"[""Aloe Vera""]",6.00,91451,16
182197,1,Large,75%,Less Ice,"[""Aloe Vera""]",6.75,91451,4
182198,1,Regular,50%,Regular,"[""Popping Boba"",""Grass Jelly""]",6.50,91452,5
182199,1,Small,50%,No Ice,"[]",6.00,91452,10
182200,1,Large,0%,Less Ice,"[""Boba"",""Grass Jelly""]",7.25,91452,17
182201,1,Regular,100%,Extra Ice,"[]",6.50,91453,22
182202,1,Regular,25%,Extra Ice,"[]",5.50,91453,16
182203,1,Large,25%,Regular,"[""Aloe Vera""]",6.75,91454,17
182204,1,Small,50%,Regular,"[]",6.00,91454,20
182205,1,Regular,0%,Less Ice,"[""Lychee Jelly""]",6.25,91455,17
182206,1,Small,100%,Less Ice,"[]",6.00,91456,9
182207,1,Regular,25%,Less Ice,"[""Lychee Jelly"",""Popping Boba""]",7.50,91456,9
182208,1,Large,0%,No Ice,"[""Lychee Jelly"",""Red Bean""]",8.00,91457,22
182209,1,Small,100%,Regular,"[""Red Bean"",""Lychee Jelly""]",4.00,91457,13
182210,1,Regular,50%,Less Ice,"[]",5.50,91458,23
182211,1,Regular,25%,Regular,"[]",6.50,91458,22
182212,1,Large,100%,No Ice,"[""Red Bean""]",6.75,91458,4
182213,1,Small,25%,Less Ice,"[""Red Bean""]",5.75,91459,17
182214,1,Regular,100%,Less Ice,"[]",6.50,91459,18
182215,1,Regular,75%,No Ice,"[""Lychee Jelly"",""Boba""]",6.75,91459,17
182216,1,Small,100%,Less Ice,"[]",5.25,91460,17
182217,1,Large,0%,No Ice,"[""Grass Jelly"",""Lychee Jelly""]",8.00,91461,10
182218,1,Small,25%,Less Ice,"[""Lychee Jelly""]",3.50,91461,13
182219,1,Large,25%,Extra Ice,"[""Grass Jelly""]",6.75,91461,4
182220,1,Large,75%,Extra Ice,"[""Lychee Jelly""]",8.00,91462,11
182221,1,Small,50%,No Ice,"[""Red Bean"",""Popping Boba""]",7.50,91462,11
182222,1,Regular,75%,Extra Ice,"[""Red Bean"",""Grass Jelly""]",7.50,91462,21
182223,1,Large,25%,Extra Ice,"[""Popping Boba"",""Aloe Vera""]",7.25,91463,17
182224,1,Small,50%,Regular,"[]",6.00,91463,21
182225,1,Large,50%,Extra Ice,"[""Red Bean""]",7.50,91463,9
182226,1,Regular,100%,No Ice,"[""Popping Boba""]",7.00,91464,10
182227,1,Regular,100%,Less Ice,"[""Aloe Vera""]",6.00,91464,23
182228,1,Large,100%,No Ice,"[]",5.00,91464,12
182229,1,Large,100%,Regular,"[""Aloe Vera"",""Grass Jelly""]",6.00,91465,12
182230,1,Regular,50%,No Ice,"[""Grass Jelly""]",6.25,91465,17
182231,1,Regular,75%,Extra Ice,"[""Grass Jelly"",""Boba""]",6.75,91465,17
182232,1,Regular,75%,Less Ice,"[]",4.50,91466,12
182233,1,Large,0%,Extra Ice,"[""Popping Boba""]",5.50,91467,24
182234,1,Regular,0%,Less Ice,"[""Lychee Jelly"",""Aloe Vera""]",6.50,91467,5
182235,1,Large,100%,Extra Ice,"[""Lychee Jelly""]",5.50,91467,12
182236,1,Small,50%,Regular,"[]",4.00,91468,24
182237,1,Large,25%,No Ice,"[""Popping Boba"",""Aloe Vera""]",7.50,91468,2
182238,1,Regular,75%,Regular,"[""Aloe Vera""]",6.00,91469,1
182239,1,Small,25%,No Ice,"[]",4.00,91470,12
182240,1,Large,75%,Extra Ice,"[""Red Bean""]",7.50,91470,22
182241,1,Small,100%,No Ice,"[]",5.25,91471,17
182242,1,Regular,0%,Less Ice,"[""Red Bean""]",4.00,91471,13
182243,1,Regular,50%,Regular,"[]",6.50,91471,21
182244,1,Small,0%,Less Ice,"[""Grass Jelly""]",5.50,91472,15
182245,1,Regular,25%,Regular,"[]",5.50,91472,15
182246,1,Regular,50%,Extra Ice,"[]",5.50,91473,5
182247,1,Small,50%,Less Ice,"[""Grass Jelly""]",5.50,91473,1
182248,1,Regular,50%,Regular,"[]",6.50,91473,22
182249,1,Regular,100%,Regular,"[""Grass Jelly"",""Aloe Vera""]",7.50,91474,21
182250,1,Regular,100%,Regular,"[]",5.50,91475,1
182251,1,Regular,0%,Less Ice,"[]",5.75,91475,7
182252,1,Small,75%,No Ice,"[""Grass Jelly""]",5.50,91476,15
182253,1,Large,50%,Less Ice,"[""Boba"",""Grass Jelly""]",7.00,91476,23
182254,1,Small,100%,Regular,"[]",5.00,91477,1
182255,1,Regular,50%,Extra Ice,"[]",5.50,91478,6
182256,1,Large,25%,Regular,"[""Popping Boba""]",7.50,91478,3
182257,1,Large,50%,Regular,"[""Lychee Jelly""]",7.75,91479,19
182258,1,Regular,25%,No Ice,"[""Red Bean""]",5.00,91479,12
182259,1,Large,100%,Regular,"[""Boba"",""Red Bean""]",8.25,91479,19
182260,1,Large,0%,Extra Ice,"[""Red Bean"",""Aloe Vera""]",7.25,91480,17
182261,1,Small,75%,No Ice,"[""Boba""]",4.00,91481,14
182262,1,Large,25%,Less Ice,"[""Grass Jelly"",""Aloe Vera""]",8.00,91482,20
182263,1,Regular,100%,Extra Ice,"[""Boba"",""Red Bean""]",7.50,91482,21
182264,1,Large,0%,Regular,"[""Aloe Vera"",""Lychee Jelly""]",7.00,91482,23
182265,1,Small,75%,Extra Ice,"[]",5.25,91483,8
182266,1,Large,25%,No Ice,"[""Grass Jelly""]",7.75,91483,19
182267,1,Large,50%,Less Ice,"[]",6.25,91483,4
182268,1,Large,75%,No Ice,"[""Red Bean""]",7.00,91484,2
182269,1,Large,75%,No Ice,"[""Lychee Jelly"",""Red Bean""]",6.00,91485,24
182270,1,Small,75%,Less Ice,"[]",6.00,91486,20
182271,1,Large,50%,No Ice,"[""Grass Jelly""]",6.50,91487,23
182272,1,Regular,25%,Less Ice,"[]",5.50,91487,5
182273,1,Regular,25%,Regular,"[]",5.50,91487,23
182274,1,Large,0%,Regular,"[""Red Bean"",""Popping Boba""]",6.00,91488,24
182275,1,Regular,0%,No Ice,"[""Boba""]",5.00,91488,24
182276,1,Large,50%,Less Ice,"[""Red Bean""]",8.00,91488,11
182277,1,Small,100%,Regular,"[""Lychee Jelly""]",6.75,91489,19
182278,1,Large,0%,No Ice,"[""Lychee Jelly""]",5.50,91489,12
182279,1,Large,50%,Regular,"[]",6.00,91489,6
182280,1,Large,100%,Less Ice,"[]",6.50,91490,2
182281,1,Small,0%,No Ice,"[""Boba""]",5.50,91490,5
182282,1,Large,50%,Less Ice,"[]",7.00,91490,18
182283,1,Small,0%,Extra Ice,"[""Boba"",""Aloe Vera""]",6.25,91491,4
182284,1,Large,100%,Regular,"[""Aloe Vera"",""Popping Boba""]",6.00,91492,24
182285,1,Small,25%,Regular,"[""Red Bean""]",4.50,91492,24
182286,1,Small,0%,No Ice,"[""Lychee Jelly""]",5.50,91492,5
182287,1,Large,0%,Regular,"[""Grass Jelly"",""Lychee Jelly""]",6.00,91493,12
182288,1,Large,100%,No Ice,"[]",4.00,91494,13
182289,1,Large,100%,No Ice,"[""Aloe Vera""]",7.50,91494,10
182290,1,Small,100%,Regular,"[""Popping Boba""]",4.50,91495,12
182291,1,Regular,100%,Less Ice,"[]",6.75,91495,19
182292,1,Large,50%,No Ice,"[]",6.00,91496,5
182293,1,Regular,0%,Regular,"[]",6.50,91496,22
182294,1,Small,75%,Less Ice,"[""Red Bean""]",6.50,91497,3
182295,1,Small,25%,No Ice,"[""Lychee Jelly""]",4.50,91497,12
182296,1,Regular,50%,Regular,"[""Aloe Vera"",""Grass Jelly""]",7.50,91497,9
182297,1,Small,0%,Less Ice,"[""Boba""]",7.00,91498,11
182298,1,Small,50%,Regular,"[]",6.00,91499,3
182299,1,Large,100%,Less Ice,"[]",7.00,91499,18
182300,1,Small,75%,Regular,"[""Popping Boba"",""Boba""]",7.00,91499,3
182301,1,Small,100%,Less Ice,"[""Grass Jelly"",""Lychee Jelly""]",6.00,91500,15
182302,1,Large,100%,No Ice,"[""Popping Boba""]",7.50,91500,3
182303,1,Small,50%,Less Ice,"[]",4.00,91501,12
182304,1,Regular,50%,Extra Ice,"[""Popping Boba""]",6.50,91501,2
182305,1,Small,25%,Regular,"[]",5.00,91501,23
182306,1,Large,0%,Extra Ice,"[""Lychee Jelly"",""Aloe Vera""]",7.00,91502,23
182307,1,Regular,25%,No Ice,"[""Red Bean""]",6.00,91502,15
182308,1,Small,75%,No Ice,"[""Grass Jelly""]",5.75,91502,17
182309,1,Large,25%,Extra Ice,"[""Boba"",""Grass Jelly""]",8.50,91503,11
182310,1,Small,50%,Less Ice,"[""Aloe Vera"",""Boba""]",7.00,91503,21
182311,1,Regular,25%,Less Ice,"[]",6.50,91504,10
182312,1,Small,25%,Less Ice,"[]",5.25,91505,8
182313,1,Large,50%,Less Ice,"[""Red Bean"",""Popping Boba""]",7.25,91505,4
182314,1,Large,0%,No Ice,"[]",7.00,91505,10
182315,1,Small,100%,Extra Ice,"[""Grass Jelly""]",6.50,91506,22
182316,1,Regular,75%,No Ice,"[""Lychee Jelly""]",6.00,91506,15
182317,1,Large,100%,No Ice,"[]",5.00,91506,24
182318,1,Large,75%,Extra Ice,"[""Grass Jelly""]",7.75,91507,19
182319,1,Small,0%,Extra Ice,"[""Grass Jelly""]",6.50,91507,18
182320,1,Regular,75%,Regular,"[""Aloe Vera""]",7.00,91507,21
182321,1,Regular,100%,Extra Ice,"[""Boba"",""Aloe Vera""]",6.75,91508,8
182322,1,Large,0%,No Ice,"[""Grass Jelly"",""Boba""]",6.00,91509,24
182323,1,Large,75%,Extra Ice,"[]",6.00,91510,16
182324,1,Large,25%,Regular,"[]",6.00,91510,23
182325,1,Regular,50%,Extra Ice,"[""Popping Boba"",""Aloe Vera""]",6.50,91511,15
182326,1,Regular,50%,Extra Ice,"[""Boba"",""Grass Jelly""]",6.50,91511,15
182327,1,Small,50%,No Ice,"[]",3.00,91512,13
182328,1,Small,50%,Extra Ice,"[""Grass Jelly""]",5.75,91512,8
182329,1,Small,0%,Extra Ice,"[]",5.25,91513,8
182330,1,Regular,25%,Regular,"[]",6.00,91513,2
182331,1,Large,75%,Regular,"[""Red Bean"",""Grass Jelly""]",5.00,91513,13
182332,1,Large,100%,No Ice,"[""Popping Boba""]",7.50,91514,22
182333,1,Regular,0%,Extra Ice,"[""Popping Boba"",""Lychee Jelly""]",6.50,91514,23
182334,1,Small,25%,No Ice,"[""Aloe Vera"",""Lychee Jelly""]",7.00,91514,21
182335,1,Small,75%,Extra Ice,"[]",5.00,91515,1
182336,1,Large,25%,Extra Ice,"[""Boba"",""Lychee Jelly""]",8.50,91515,11
182337,1,Regular,100%,Regular,"[]",6.50,91515,22
182338,1,Regular,100%,Less Ice,"[""Aloe Vera"",""Boba""]",6.75,91516,17
182339,1,Large,50%,Extra Ice,"[""Red Bean""]",7.00,91516,2
182340,1,Regular,75%,Less Ice,"[""Boba""]",7.25,91516,19
182341,1,Regular,100%,Less Ice,"[""Popping Boba""]",6.00,91517,16
182342,1,Small,100%,No Ice,"[]",5.25,91517,4
182343,1,Regular,100%,Less Ice,"[""Popping Boba""]",7.50,91517,11
182344,1,Small,25%,Regular,"[""Popping Boba""]",5.50,91518,5
182345,1,Regular,75%,No Ice,"[""Grass Jelly""]",7.25,91518,19
182346,1,Small,75%,Extra Ice,"[""Popping Boba"",""Aloe Vera""]",4.00,91518,13
182347,1,Large,25%,No Ice,"[]",7.50,91519,11
182348,1,Large,25%,Extra Ice,"[]",6.00,91519,6
182349,1,Regular,0%,Less Ice,"[""Grass Jelly"",""Popping Boba""]",7.50,91519,20
182350,1,Small,50%,No Ice,"[]",5.25,91520,7
182351,1,Regular,50%,Regular,"[""Red Bean""]",7.00,91521,21
182352,1,Regular,75%,Extra Ice,"[""Grass Jelly"",""Boba""]",7.50,91521,20
182353,1,Large,75%,Less Ice,"[]",7.00,91521,3
182354,1,Small,25%,Less Ice,"[]",6.00,91522,10
182355,1,Small,0%,Extra Ice,"[]",3.50,91523,14
182356,1,Small,0%,Extra Ice,"[]",5.25,91523,17
182357,1,Small,25%,No Ice,"[""Red Bean""]",6.50,91524,3
182358,1,Regular,100%,Less Ice,"[]",6.50,91525,10
182359,1,Large,100%,Less Ice,"[]",7.00,91525,3
182360,1,Small,25%,Less Ice,"[""Grass Jelly"",""Red Bean""]",6.00,91526,23
182361,1,Regular,100%,Extra Ice,"[""Boba""]",5.00,91526,24
182362,1,Small,0%,Extra Ice,"[]",5.00,91527,1
182363,1,Large,25%,Regular,"[""Grass Jelly""]",5.50,91528,24
182364,1,Small,100%,Extra Ice,"[]",5.00,91528,5
182365,1,Small,75%,Extra Ice,"[]",4.00,91529,12
182366,1,Large,25%,Extra Ice,"[""Aloe Vera"",""Boba""]",8.00,91529,21
182367,1,Regular,50%,Less Ice,"[""Boba""]",7.00,91530,3
182368,1,Small,0%,No Ice,"[""Boba""]",5.50,91530,15
182369,1,Regular,100%,Regular,"[""Boba"",""Lychee Jelly""]",8.00,91531,11
182370,1,Large,75%,No Ice,"[""Grass Jelly"",""Popping Boba""]",8.00,91532,18
182371,1,Regular,50%,Extra Ice,"[""Boba"",""Aloe Vera""]",6.50,91532,16
182372,1,Large,0%,Less Ice,"[""Grass Jelly"",""Red Bean""]",8.00,91532,20
182373,1,Large,50%,No Ice,"[]",7.00,91533,21
182374,1,Small,0%,Extra Ice,"[]",3.50,91533,14
182375,1,Large,100%,Extra Ice,"[""Grass Jelly""]",7.50,91534,3
182376,1,Regular,25%,Less Ice,"[]",4.50,91534,24
182377,1,Regular,100%,Regular,"[""Aloe Vera"",""Popping Boba""]",7.00,91534,2
182378,1,Regular,75%,No Ice,"[""Popping Boba"",""Red Bean""]",5.00,91535,14
